,sketch_id,game_id,animal,cardinality,trial_num,condition,block,clfScore_animal,clfScore_cardinality
1640,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_deer_1_3_shape_deer_1_048,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,deer,1,3.0,shape,1.0,deer,1
1641,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_deer_2_12_shape_deer_2_041,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,deer,2,12.0,shape,2.0,deer,3
1642,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_deer_3_14_shape_deer_3_049,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,deer,3,14.0,shape,2.0,deer,3
1643,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_deer_4_5_shape_deer_4_014,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,deer,4,5.0,shape,1.0,deer,3
1644,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_deer_5_28_shape_deer_5_041,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,deer,5,28.0,shape,4.0,deer,4
1645,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_deer_6_20_shape_deer_6_028,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,deer,6,20.0,shape,3.0,deer,4
1646,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_deer_7_24_shape_deer_7_064,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,deer,7,24.0,shape,3.0,deer,4
1647,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_deer_8_30_shape_deer_8_005,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,deer,8,30.0,shape,4.0,deer,4
1648,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_owl_1_17_shape_owl_1_009,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,owl,1,17.0,shape,3.0,owl,2
1649,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_owl_2_1_shape_owl_2_058,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,owl,2,1.0,shape,1.0,owl,1
1650,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_owl_3_6_shape_owl_3_024,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,owl,3,6.0,shape,1.0,rabbit,3
1651,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_owl_4_21_shape_owl_4_059,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,owl,4,21.0,shape,3.0,owl,1
1652,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_owl_5_15_shape_owl_5_080,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,owl,5,15.0,shape,2.0,owl,7
1653,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_owl_6_26_shape_owl_6_002,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,owl,6,26.0,shape,4.0,owl,8
1654,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_owl_7_32_shape_owl_7_055,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,owl,7,32.0,shape,4.0,owl,8
1655,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_owl_8_9_shape_owl_8_009,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,owl,8,9.0,shape,2.0,deer,7
1656,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_rabbit_1_16_shape_rabbit_1_064,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,rabbit,1,16.0,shape,2.0,deer,7
1657,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_rabbit_2_25_shape_rabbit_2_013,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,rabbit,2,25.0,shape,4.0,rabbit,1
1658,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_rabbit_3_31_shape_rabbit_3_049,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,rabbit,3,31.0,shape,4.0,owl,4
1659,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_rabbit_4_10_shape_rabbit_4_021,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,rabbit,4,10.0,shape,2.0,rabbit,1
1660,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_rabbit_5_23_shape_rabbit_5_041,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,rabbit,5,23.0,shape,3.0,deer,3
1661,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_rabbit_6_8_shape_rabbit_6_048,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,rabbit,6,8.0,shape,1.0,deer,7
1662,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_rabbit_7_2_shape_rabbit_7_021,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,rabbit,7,2.0,shape,1.0,owl,5
1663,8376-22973ad6-f996-420e-9829-c7165a5fe9b0_rabbit_8_18_shape_rabbit_8_038,8376-22973ad6-f996-420e-9829-c7165a5fe9b0,rabbit,8,18.0,shape,3.0,deer,4
1664,8460-eb851b40-9c33-464c-b063-e21197a66936_bear_1_9_shape_bear_1_029,8460-eb851b40-9c33-464c-b063-e21197a66936,bear,1,9.0,shape,2.0,bear,5
1665,8460-eb851b40-9c33-464c-b063-e21197a66936_bear_2_13_shape_bear_2_046,8460-eb851b40-9c33-464c-b063-e21197a66936,bear,2,13.0,shape,2.0,bear,6
1666,8460-eb851b40-9c33-464c-b063-e21197a66936_bear_3_19_shape_bear_3_057,8460-eb851b40-9c33-464c-b063-e21197a66936,bear,3,19.0,shape,3.0,deer,1
1667,8460-eb851b40-9c33-464c-b063-e21197a66936_bear_4_24_shape_bear_4_041,8460-eb851b40-9c33-464c-b063-e21197a66936,bear,4,24.0,shape,3.0,bear,4
1668,8460-eb851b40-9c33-464c-b063-e21197a66936_bear_5_28_shape_bear_5_044,8460-eb851b40-9c33-464c-b063-e21197a66936,bear,5,28.0,shape,4.0,bear,2
1669,8460-eb851b40-9c33-464c-b063-e21197a66936_bear_6_4_shape_bear_6_006,8460-eb851b40-9c33-464c-b063-e21197a66936,bear,6,4.0,shape,1.0,owl,1
1670,8460-eb851b40-9c33-464c-b063-e21197a66936_bear_7_6_shape_bear_7_018,8460-eb851b40-9c33-464c-b063-e21197a66936,bear,7,6.0,shape,1.0,bear,8
1671,8460-eb851b40-9c33-464c-b063-e21197a66936_bear_8_30_shape_bear_8_021,8460-eb851b40-9c33-464c-b063-e21197a66936,bear,8,30.0,shape,4.0,bear,3
1672,8460-eb851b40-9c33-464c-b063-e21197a66936_deer_1_8_shape_deer_1_080,8460-eb851b40-9c33-464c-b063-e21197a66936,deer,1,8.0,shape,1.0,bear,6
1673,8460-eb851b40-9c33-464c-b063-e21197a66936_deer_2_1_shape_deer_2_017,8460-eb851b40-9c33-464c-b063-e21197a66936,deer,2,1.0,shape,1.0,deer,5
1674,8460-eb851b40-9c33-464c-b063-e21197a66936_deer_3_29_shape_deer_3_059,8460-eb851b40-9c33-464c-b063-e21197a66936,deer,3,29.0,shape,4.0,deer,7
1675,8460-eb851b40-9c33-464c-b063-e21197a66936_deer_4_27_shape_deer_4_056,8460-eb851b40-9c33-464c-b063-e21197a66936,deer,4,27.0,shape,4.0,deer,2
1676,8460-eb851b40-9c33-464c-b063-e21197a66936_deer_5_18_shape_deer_5_012,8460-eb851b40-9c33-464c-b063-e21197a66936,deer,5,18.0,shape,3.0,deer,6
1677,8460-eb851b40-9c33-464c-b063-e21197a66936_deer_6_10_shape_deer_6_064,8460-eb851b40-9c33-464c-b063-e21197a66936,deer,6,10.0,shape,2.0,rabbit,6
1678,8460-eb851b40-9c33-464c-b063-e21197a66936_deer_7_15_shape_deer_7_038,8460-eb851b40-9c33-464c-b063-e21197a66936,deer,7,15.0,shape,2.0,deer,6
1679,8460-eb851b40-9c33-464c-b063-e21197a66936_deer_8_22_shape_deer_8_099,8460-eb851b40-9c33-464c-b063-e21197a66936,deer,8,22.0,shape,3.0,deer,8
1680,8460-eb851b40-9c33-464c-b063-e21197a66936_owl_1_32_shape_owl_1_090,8460-eb851b40-9c33-464c-b063-e21197a66936,owl,1,32.0,shape,4.0,deer,7
1681,8460-eb851b40-9c33-464c-b063-e21197a66936_owl_2_26_shape_owl_2_085,8460-eb851b40-9c33-464c-b063-e21197a66936,owl,2,26.0,shape,4.0,owl,6
1682,8460-eb851b40-9c33-464c-b063-e21197a66936_owl_3_14_shape_owl_3_090,8460-eb851b40-9c33-464c-b063-e21197a66936,owl,3,14.0,shape,2.0,bear,4
1683,8460-eb851b40-9c33-464c-b063-e21197a66936_owl_4_11_shape_owl_4_026,8460-eb851b40-9c33-464c-b063-e21197a66936,owl,4,11.0,shape,2.0,owl,7
1684,8460-eb851b40-9c33-464c-b063-e21197a66936_owl_5_5_shape_owl_5_055,8460-eb851b40-9c33-464c-b063-e21197a66936,owl,5,5.0,shape,1.0,rabbit,6
1685,8460-eb851b40-9c33-464c-b063-e21197a66936_owl_6_20_shape_owl_6_066,8460-eb851b40-9c33-464c-b063-e21197a66936,owl,6,20.0,shape,3.0,owl,7
1686,8460-eb851b40-9c33-464c-b063-e21197a66936_owl_7_23_shape_owl_7_025,8460-eb851b40-9c33-464c-b063-e21197a66936,owl,7,23.0,shape,3.0,deer,2
1687,8460-eb851b40-9c33-464c-b063-e21197a66936_owl_8_2_shape_owl_8_014,8460-eb851b40-9c33-464c-b063-e21197a66936,owl,8,2.0,shape,1.0,bear,6
1688,8460-eb851b40-9c33-464c-b063-e21197a66936_rabbit_1_17_shape_rabbit_1_077,8460-eb851b40-9c33-464c-b063-e21197a66936,rabbit,1,17.0,shape,3.0,deer,5
1689,8460-eb851b40-9c33-464c-b063-e21197a66936_rabbit_2_21_shape_rabbit_2_030,8460-eb851b40-9c33-464c-b063-e21197a66936,rabbit,2,21.0,shape,3.0,deer,2
1690,8460-eb851b40-9c33-464c-b063-e21197a66936_rabbit_3_7_shape_rabbit_3_001,8460-eb851b40-9c33-464c-b063-e21197a66936,rabbit,3,7.0,shape,1.0,bear,7
1691,8460-eb851b40-9c33-464c-b063-e21197a66936_rabbit_4_3_shape_rabbit_4_024,8460-eb851b40-9c33-464c-b063-e21197a66936,rabbit,4,3.0,shape,1.0,owl,8
1692,8460-eb851b40-9c33-464c-b063-e21197a66936_rabbit_5_12_shape_rabbit_5_071,8460-eb851b40-9c33-464c-b063-e21197a66936,rabbit,5,12.0,shape,2.0,rabbit,7
1693,8460-eb851b40-9c33-464c-b063-e21197a66936_rabbit_6_25_shape_rabbit_6_096,8460-eb851b40-9c33-464c-b063-e21197a66936,rabbit,6,25.0,shape,4.0,deer,3
1694,8460-eb851b40-9c33-464c-b063-e21197a66936_rabbit_7_31_shape_rabbit_7_097,8460-eb851b40-9c33-464c-b063-e21197a66936,rabbit,7,31.0,shape,4.0,owl,6
1695,8460-eb851b40-9c33-464c-b063-e21197a66936_rabbit_8_16_shape_rabbit_8_061,8460-eb851b40-9c33-464c-b063-e21197a66936,rabbit,8,16.0,shape,2.0,owl,7
1696,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_bear_1_20_shape_bear_1_069,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,bear,1,20.0,shape,3.0,bear,1
1697,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_bear_2_4_shape_bear_2_038,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,bear,2,4.0,shape,1.0,bear,8
1698,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_bear_3_28_shape_bear_3_030,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,bear,3,28.0,shape,4.0,bear,4
1699,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_bear_4_7_shape_bear_4_098,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,bear,4,7.0,shape,1.0,bear,8
1700,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_bear_5_14_shape_bear_5_033,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,bear,5,14.0,shape,2.0,bear,8
1701,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_bear_6_23_shape_bear_6_013,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,bear,6,23.0,shape,3.0,bear,2
1702,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_bear_7_11_shape_bear_7_015,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,bear,7,11.0,shape,2.0,bear,6
1703,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_bear_8_29_shape_bear_8_019,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,bear,8,29.0,shape,4.0,bear,1
1704,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_deer_1_15_shape_deer_1_005,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,deer,1,15.0,shape,2.0,deer,6
1705,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_deer_2_26_shape_deer_2_081,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,deer,2,26.0,shape,4.0,deer,8
1706,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_deer_3_22_shape_deer_3_005,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,deer,3,22.0,shape,3.0,deer,6
1707,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_deer_4_32_shape_deer_4_015,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,deer,4,32.0,shape,4.0,deer,6
1708,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_deer_5_2_shape_deer_5_012,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,deer,5,2.0,shape,1.0,deer,5
1709,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_deer_6_10_shape_deer_6_011,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,deer,6,10.0,shape,2.0,deer,2
1710,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_deer_7_6_shape_deer_7_092,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,deer,7,6.0,shape,1.0,deer,7
1711,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_deer_8_19_shape_deer_8_090,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,deer,8,19.0,shape,3.0,deer,1
1712,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_owl_1_30_shape_owl_1_036,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,owl,1,30.0,shape,4.0,owl,8
1713,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_owl_2_16_shape_owl_2_097,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,owl,2,16.0,shape,2.0,owl,1
1714,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_owl_3_1_shape_owl_3_008,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,owl,3,1.0,shape,1.0,rabbit,1
1715,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_owl_4_12_shape_owl_4_097,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,owl,4,12.0,shape,2.0,owl,4
1716,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_owl_5_17_shape_owl_5_089,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,owl,5,17.0,shape,3.0,owl,6
1717,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_owl_6_25_shape_owl_6_018,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,owl,6,25.0,shape,4.0,owl,7
1718,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_owl_7_21_shape_owl_7_060,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,owl,7,21.0,shape,3.0,owl,2
1719,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_owl_8_8_shape_owl_8_091,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,owl,8,8.0,shape,1.0,owl,5
1720,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_rabbit_1_3_shape_rabbit_1_001,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,rabbit,1,3.0,shape,1.0,rabbit,8
1721,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_rabbit_2_24_shape_rabbit_2_087,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,rabbit,2,24.0,shape,3.0,rabbit,1
1722,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_rabbit_3_9_shape_rabbit_3_062,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,rabbit,3,9.0,shape,2.0,rabbit,2
1723,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_rabbit_4_18_shape_rabbit_4_071,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,rabbit,4,18.0,shape,3.0,rabbit,1
1724,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_rabbit_5_27_shape_rabbit_5_076,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,rabbit,5,27.0,shape,4.0,owl,1
1725,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_rabbit_6_5_shape_rabbit_6_037,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,rabbit,6,5.0,shape,1.0,rabbit,6
1726,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_rabbit_7_31_shape_rabbit_7_091,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,rabbit,7,31.0,shape,4.0,rabbit,6
1727,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a_rabbit_8_13_shape_rabbit_8_099,8506-9f6443b9-d8d5-44a5-a38d-157ed6047a6a,rabbit,8,13.0,shape,2.0,rabbit,2
1728,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_bear_1_32_number_bear_1_032,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,bear,1,32.0,number,4.0,bear,1
1729,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_bear_2_19_number_bear_2_090,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,bear,2,19.0,number,3.0,owl,1
1730,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_bear_3_21_number_bear_3_040,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,bear,3,21.0,number,3.0,owl,2
1731,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_bear_4_6_number_bear_4_034,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,bear,4,6.0,number,1.0,owl,5
1732,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_bear_5_3_number_bear_5_003,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,bear,5,3.0,number,1.0,bear,6
1733,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_bear_6_26_number_bear_6_051,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,bear,6,26.0,number,4.0,rabbit,3
1734,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_bear_7_15_number_bear_7_005,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,bear,7,15.0,number,2.0,rabbit,8
1735,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_bear_8_9_number_bear_8_091,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,bear,8,9.0,number,2.0,rabbit,6
1736,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_deer_1_8_number_deer_1_058,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,deer,1,8.0,number,1.0,owl,1
1737,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_deer_2_12_number_deer_2_083,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,deer,2,12.0,number,2.0,rabbit,3
1738,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_deer_3_16_number_deer_3_036,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,deer,3,16.0,number,2.0,deer,2
1739,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_deer_4_22_number_deer_4_026,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,deer,4,22.0,number,3.0,rabbit,4
1740,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_deer_5_17_number_deer_5_032,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,deer,5,17.0,number,3.0,owl,6
1741,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_deer_6_2_number_deer_6_028,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,deer,6,2.0,number,1.0,bear,3
1742,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_deer_7_27_number_deer_7_021,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,deer,7,27.0,number,4.0,owl,3
1743,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_deer_8_30_number_deer_8_059,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,deer,8,30.0,number,4.0,bear,5
1744,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_owl_1_11_number_owl_1_090,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,owl,1,11.0,number,2.0,rabbit,1
1745,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_owl_2_1_number_owl_2_022,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,owl,2,1.0,number,1.0,deer,3
1746,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_owl_3_7_number_owl_3_039,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,owl,3,7.0,number,1.0,owl,2
1747,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_owl_4_29_number_owl_4_089,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,owl,4,29.0,number,4.0,bear,3
1748,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_owl_5_28_number_owl_5_060,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,owl,5,28.0,number,4.0,owl,2
1749,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_owl_6_14_number_owl_6_097,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,owl,6,14.0,number,2.0,rabbit,3
1750,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_owl_7_23_number_owl_7_040,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,owl,7,23.0,number,3.0,rabbit,7
1751,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_owl_8_20_number_owl_8_081,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,owl,8,20.0,number,3.0,owl,7
1752,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_rabbit_1_24_number_rabbit_1_020,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,rabbit,1,24.0,number,3.0,rabbit,2
1753,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_rabbit_2_31_number_rabbit_2_090,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,rabbit,2,31.0,number,4.0,deer,3
1754,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_rabbit_3_25_number_rabbit_3_031,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,rabbit,3,25.0,number,4.0,owl,4
1755,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_rabbit_4_13_number_rabbit_4_054,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,rabbit,4,13.0,number,2.0,rabbit,6
1756,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_rabbit_5_10_number_rabbit_5_057,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,rabbit,5,10.0,number,2.0,deer,5
1757,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_rabbit_6_18_number_rabbit_6_031,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,rabbit,6,18.0,number,3.0,bear,4
1758,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_rabbit_7_4_number_rabbit_7_000,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,rabbit,7,4.0,number,1.0,rabbit,7
1759,8546-70561089-d2b7-4e20-9e10-8ac87cba975f_rabbit_8_5_number_rabbit_8_023,8546-70561089-d2b7-4e20-9e10-8ac87cba975f,rabbit,8,5.0,number,1.0,rabbit,7
1760,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_bear_1_31_shape_bear_1_083,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,bear,1,31.0,shape,4.0,bear,6
1761,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_bear_2_15_shape_bear_2_064,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,bear,2,15.0,shape,2.0,bear,3
1762,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_bear_3_11_shape_bear_3_046,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,bear,3,11.0,shape,2.0,bear,3
1763,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_bear_4_7_shape_bear_4_064,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,bear,4,7.0,shape,1.0,rabbit,7
1764,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_bear_5_3_shape_bear_5_049,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,bear,5,3.0,shape,1.0,bear,5
1765,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_bear_6_26_shape_bear_6_020,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,bear,6,26.0,shape,4.0,bear,4
1766,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_bear_7_23_shape_bear_7_057,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,bear,7,23.0,shape,3.0,bear,6
1767,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_bear_8_20_shape_bear_8_071,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,bear,8,20.0,shape,3.0,bear,4
1768,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_deer_1_16_shape_deer_1_019,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,deer,1,16.0,shape,2.0,deer,8
1769,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_deer_2_27_shape_deer_2_006,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,deer,2,27.0,shape,4.0,deer,2
1770,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_deer_3_30_shape_deer_3_020,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,deer,3,30.0,shape,4.0,deer,7
1771,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_deer_4_19_shape_deer_4_083,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,deer,4,19.0,shape,3.0,rabbit,1
1772,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_deer_5_21_shape_deer_5_052,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,deer,5,21.0,shape,3.0,deer,8
1773,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_deer_6_12_shape_deer_6_092,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,deer,6,12.0,shape,2.0,deer,7
1774,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_deer_7_5_shape_deer_7_027,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,deer,7,5.0,shape,1.0,deer,6
1775,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_deer_8_2_shape_deer_8_006,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,deer,8,2.0,shape,1.0,deer,6
1776,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_owl_1_22_shape_owl_1_039,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,owl,1,22.0,shape,3.0,owl,4
1777,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0_owl_2_8_shape_owl_2_080,8735-55ad7c25-0992-4a50-a068-72bf9c59cce0,owl,2,8.0,shape,1.0,deer,7
